outcode,postcode,num_meters,total_cons_kwh,mean_cons_kwh,median_cons_kwh,Latitude_Longitude
EH53,All postcodes,5853,67814405.46233112,11586.26438789187,10650.609163990131,"(55.8912902, -3.464308)"
EH54,All postcodes,23332,278772932.16708434,11948.094126825148,10798.27011442231,"(55.872047, -3.501353)"
EH55,All postcodes,3705,43478393.11630998,11735.058870798914,10628.860937736332,"(55.851905, -3.5700183)"
EH6,All postcodes,20604,162139560.80322474,7869.324442012461,6125.176442324183,"(55.9692938, -3.1850991)"
EH7,All postcodes,18118,145668125.63595346,8039.967194831298,6302.369582846503,"(55.9589105, -3.183287)"
EH8,All postcodes,9929,87972522.67919587,8860.159399657152,7335.996235897668,"(55.946932, -3.181921)"
EH9,All postcodes,8884,123236339.95448564,13871.71768960892,10726.692094384558,"(55.9353301, -3.194309)"
EN1,All postcodes,16259,197417703.44665647,12142.056919039083,10936.139114412495,"(51.6523195, -0.0789697)"
EN10,All postcodes,6353,84317882.91908205,13272.136458221636,11376.628057143718,"(54.7247612, -1.248571)"
EN11,All postcodes,8417,99392087.91882132,11808.493277749949,10518.675730060251,"(51.7610049, -0.0166529)"
EN2,All postcodes,11434,147862853.6411186,12931.857061493669,11326.071939855034,"(51.6547891, -0.1083266)"
EN3,All postcodes,18160,213474113.80384892,11755.182478185514,10480.132947572009,"(51.6440603, -0.0467909)"
EN4,All postcodes,9973,156809139.22420698,15723.36701335676,13225.680505362276,"(51.6714958, -0.1611647)"
EN5,All postcodes,14941,215080748.38102353,14395.338222409711,12153.49037431638,"(51.6571896, -0.2016865)"
EN6,All postcodes,12009,181497831.14089575,15113.484148629845,13348.817187073926,"(51.6976651, -0.1977736)"
EN7,All postcodes,8478,110073940.361381,12983.479636869664,11507.273073110868,"(51.7141068, -0.0433343)"
EN8,All postcodes,14318,153485545.70519072,10719.761538286824,9533.081720709804,"(51.7029346, -0.0266774)"
EN9,All postcodes,9433,106818933.99862108,11323.96204798273,9776.852306058385,"(54.7256944, -1.2498665)"
EX1,All postcodes,9307,82035390.2532392,8814.375228670808,7225.876205064226,"(50.746653949999995, -1.7231110399577647)"
EX10,All postcodes,7950,87055567.95840202,10950.385906717236,9229.560220642195,"(50.6981471, -3.1969483)"
EX11,All postcodes,3197,35801965.82337334,11198.61301950996,9282.117508083598,"(50.732908, -3.329127)"
EX12,All postcodes,4345,41310089.606691435,9507.500484854185,7970.688049974937,"(50.7046273, -3.0740843)"
EX13,All postcodes,3560,31491651.40891483,8845.96949688619,7322.982050434712,"(50.7681697, -2.978856)"
EX14,All postcodes,6077,54430149.17366686,8956.746614063988,7766.465447336943,"(50.8153403, -3.1933562)"
EX15,All postcodes,6202,53581596.80713687,8639.406128206525,7358.020242064635,"(50.8655769, -3.3251122)"
EX16,All postcodes,9660,87301259.77052179,9037.397491772444,7573.573779491946,"(50.8907998, -3.4969881)"
EX17,All postcodes,4135,37174366.71106934,8990.173327949055,7397.062798450805,"(50.812262, -3.6448094)"
EX18,All postcodes,93,1203078.6028249625,12936.329062634006,11137.13948203542,"(50.8972826, -3.8331818)"
EX2,All postcodes,18910,166436389.11224967,8801.501275105747,7288.444404397061,"(50.7213345, -3.5125679598055366)"
EX20,All postcodes,4532,42439936.98301691,9364.505071274692,7951.166771781122,"(50.7335449, -4.0013148)"
EX22,All postcodes,144,1519594.9166209677,10552.7424765345,8777.567548627985,"(50.7945313, -4.3899652)"
EX23,All postcodes,4691,40703387.76811717,8676.910630594151,6977.605590093687,"(50.8757941, -4.4838401)"
EX24,All postcodes,1321,14834111.408431664,11229.456024550844,9546.405582084664,"(50.7428504, -3.0655888)"
EX3,All postcodes,2443,28919915.826570127,11837.869761183025,9496.351022614936,"(50.747145849999995, -1.7232382638135508)"
EX31,All postcodes,10409,94102237.27816808,9040.46856356692,7696.389064079493,"(51.1218717, -3.9409981)"
EX32,All postcodes,8678,76972098.00690094,8869.796958619605,7453.624450652229,"(51.0430035, -3.9344076)"
EX33,All postcodes,3661,37138740.96797918,10144.42528488915,8823.617743339628,"(51.104574, -4.161946)"
EX34,All postcodes,7570,76273590.63177663,10075.771549772342,8253.529479661971,"(51.1978594, -4.0218672)"
EX36,All postcodes,2708,24988905.06170446,9227.80836842853,7883.092570902106,"(51.0138515, -3.7931752)"
EX37,All postcodes,482,5994089.7109747175,12435.870769657093,10009.910802775055,"(50.9701285, -3.9232989)"
EX38,All postcodes,2472,21880818.63010402,8851.463847129458,7331.49132554468,"(50.9005442, -4.1655273)"
EX39,All postcodes,14639,130181485.02043256,8892.785369248757,7417.084622237577,"(50.9969759, -4.4789189)"
EX4,All postcodes,19374,174932460.67128828,9029.23818887624,7547.727022455378,"(50.7217814, -3.5337734)"
EX5,All postcodes,4686,49525804.6431876,10568.887034397694,8868.883897607706,"(50.8270367, -3.4219508)"
EX6,All postcodes,2753,25214309.885841563,9158.848487410663,7728.42398214004,"(50.6462078, -3.6356935)"
EX7,All postcodes,5809,50312085.80930522,8661.05798059997,7351.012603737563,"(50.5852043, -3.4591416)"
EX8,All postcodes,16543,149998371.51902,9067.180772472948,7729.425073328613,"(50.6249863, -3.3789095)"
EX9,All postcodes,3146,36803724.348216355,11698.577351626303,9476.329198826314,"(50.6601144, -3.2800201)"
FK1,All postcodes,10687,132859447.58290842,12431.874949275609,10831.806669268335,"(56.0011368, -3.7960694)"
FK10,All postcodes,17111,182045012.0313844,10639.063294452948,9451.301919092632,"(56.1074236, -3.7453169)"
FK11,All postcodes,1246,14861196.343513092,11927.123871198308,11196.704407804247,"(56.1498399, -3.8578455)"
FK12,All postcodes,2353,25783934.09181033,10957.89804156835,9644.51251864537,"(56.1519391, -3.8139655)"
FK13,All postcodes,2848,31997483.082150523,11235.071306934877,9891.782042425975,"(56.1475333, -3.7399727)"
FK14,All postcodes,1250,21918304.58504598,17534.643668036784,14903.244536545048,"(56.1647052, -3.5809281)"
FK15,All postcodes,3758,62681270.400307074,16679.42267171556,14992.842197997148,"(56.1907641, -3.9751408)"
FK16,All postcodes,681,9603622.677294657,14102.23594316396,12841.9977775775,"(56.190779, -4.0609875)"
FK17,All postcodes,1535,21141253.644570425,13772.803677244576,11306.915860184916,"(56.2432786, -4.2128341)"
FK2,All postcodes,21787,251865105.4055582,11560.338982216836,10394.329819500965,"(56.0520934, -3.7732073)"
FK3,All postcodes,8113,78639850.75224534,9693.06677582218,8384.138711193631,"(53.4030608, -2.9800618)"
FK4,All postcodes,5628,69060726.93371329,12270.918076352753,11352.8746333496,"(56.0063545, -3.8883944)"
FK5,All postcodes,8887,111164597.01104592,12508.67525723483,11383.407914624837,"(56.0237585, -3.8371742)"
FK6,All postcodes,6235,72502489.77854803,11628.306299686934,10633.590613767949,"(56.033727, -3.9771679)"
FK7,All postcodes,13366,152448786.29169405,11405.714970200062,10231.65250122553,"(56.0886745, -3.9085036)"
FK8,All postcodes,6355,70672277.43615688,11120.736024572288,8637.414782113758,"(56.1724706, -4.1559716)"
FK9,All postcodes,4834,69128644.19891775,14300.505626586211,12314.923266359192,"(56.1337036, -3.9300005)"
FY1,All postcodes,14653,156976162.00524506,10712.902614157174,8593.407783284782,"(53.8204364, -3.0490507)"
FY2,All postcodes,10683,112397064.7305214,10521.114362119386,9174.176465089064,"(53.837688, -3.0453257)"
FY3,All postcodes,14095,147346875.96391758,10453.84008257663,9178.11387987744,"(53.8036958, -3.003714)"
FY4,All postcodes,19780,203799140.0317549,10303.293227085687,8969.923072756008,"(53.7978742, -2.9902587)"
FY5,All postcodes,20770,224111248.17280525,10790.141943803816,9749.039024703208,"(53.8885257, -3.0406076)"
FY6,All postcodes,13220,158798188.37243998,12011.965837552192,10377.548860859068,"(53.8481854, -2.9913731)"
FY7,All postcodes,11398,112314710.65075508,9853.896354689865,8652.220480218608,"(53.8975689, -3.0362898)"
FY8,All postcodes,20058,252464274.29401335,12586.712249178052,10804.266188926467,"(54.9965661, -7.3186186)"
G1,All postcodes,2315,21259776.24319539,9183.48865796777,6101.650799371303,"(53.8665164, -1.66685)"
G11,All postcodes,10416,88779409.45206428,8523.368803001562,6621.717672264081,"(51.41336365, 0.8693505226603193)"
G12,All postcodes,10978,143653975.1437183,13085.62353285829,10474.417114656628,"(54.16539845, -0.256754623123783)"
G13,All postcodes,13731,136986499.84911433,9976.440160885177,8594.367860969642,"(51.413475250000005, 0.8691510780053113)"
G14,All postcodes,7636,71304120.15482712,9337.888967368664,7519.696469150619,"(51.41352675, 0.8690489000000043)"
G15,All postcodes,6909,62511880.39400803,9047.891213490811,7893.639384790818,"(51.41275295, 0.8702098999999984)"
G2,All postcodes,887,12803516.22814465,14434.629344018773,7399.06498082913,"(51.1273898, -0.016138900378120238)"
G20,All postcodes,12865,111400509.0685482,8659.19231003095,7071.70816189568,"(51.41299935, 0.8696809820520581)"
G21,All postcodes,10523,90893106.2745161,8637.565929346774,7487.16100549668,"(51.41305025, 0.8695805999999985)"
G22,All postcodes,7246,65627754.13765316,9057.101040250229,7870.078385440748,"(51.41310625, 0.869490317782258)"
G23,All postcodes,2749,25662566.111946147,9335.236854109184,8121.852819573156,"(51.41315445, 0.8693724416944877)"
G3,All postcodes,8027,77877443.71792379,9701.936429291614,6948.573945602032,"(51.41785415, 0.8710584114390822)"
G31,All postcodes,13506,102333872.72412978,7576.919348743505,6300.189103196344,"(51.4127464, 0.8698392500000045)"
G32,All postcodes,16877,163846821.3091488,9708.290650539124,8278.670572314042,"(51.412804449999996, 0.869742574698259)"
G33,All postcodes,18882,197034696.51786003,10435.054364890377,9216.04548958163,"(51.41284895, 0.869636082796714)"
G34,All postcodes,3665,30435620.662696,8304.398543709687,7427.0955341318495,"(51.41289735, 0.8695388319466899)"
G4,All postcodes,3273,27209613.280689824,8313.355722789436,6326.896316985394,"(51.4129924, 0.8700449122419049)"
G40,All postcodes,5242,39911195.488704406,7613.7343549607795,6456.037080418099,"(51.4133042, 0.8688464126562574)"
G41,All postcodes,13639,169955710.7332387,12461.00965857018,9193.020392225177,"(None, None)"
G42,All postcodes,14004,120240987.68206194,8586.188780495711,6909.030843619424,"(None, None)"
G43,All postcodes,7125,86767231.06063727,12177.856990966631,9120.941826589864,"(None, None)"
G44,All postcodes,12215,146612164.45016494,12002.633192809246,10263.18687369024,"(None, None)"
G45,All postcodes,6961,58225005.780388415,8364.459959831693,7551.611680545387,"(None, None)"
G46,All postcodes,10257,149027148.90703723,14529.311583020106,11790.85202871242,"(None, None)"
G5,All postcodes,5552,39883744.59639343,7183.671577160199,5754.772702245985,"(None, None)"
G51,All postcodes,11727,99294854.83759472,8467.200037315146,6745.352434153264,"(None, None)"
G52,All postcodes,11964,126882055.24187434,10605.320565185084,9257.920598640756,"(None, None)"
G53,All postcodes,13625,141545693.37498155,10388.674743117912,9321.160064472777,"(None, None)"
G60,All postcodes,2323,24986728.02280561,10756.23246784572,9383.227718212807,"(None, None)"
G61,All postcodes,11183,196760933.4237165,17594.646644345565,15877.306263831464,"(None, None)"
G62,All postcodes,5622,86763255.91258082,15432.809660722309,13370.073379984777,"(None, None)"
G63,All postcodes,2926,49964559.87748211,17076.062842611795,14714.038301748806,"(None, None)"
G64,All postcodes,10902,150300525.85601723,13786.509434600735,12713.85810533252,"(None, None)"
G65,All postcodes,6442,72228239.0240682,11212.083052478763,9846.297550102703,"(None, None)"
G66,All postcodes,17447,221653452.99556696,12704.387745490169,11186.19295031601,"(None, None)"
G67,All postcodes,14117,155788939.9357524,11035.555708419097,10125.820191432473,"(None, None)"
G68,All postcodes,7722,110731068.75597322,14339.687743586275,12710.854831768804,"(None, None)"
G69,All postcodes,15840,185847089.65988183,11732.770811861228,10650.609163989937,"(None, None)"
G71,All postcodes,13746,177945265.72722352,12945.239759000691,10824.298485349556,"(None, None)"
G72,All postcodes,22804,262674144.9763073,11518.774994575831,10195.61321840389,"(None, None)"
G73,All postcodes,14415,161057421.95007017,11172.90474853071,9630.78009319013,"(None, None)"
G74,All postcodes,16538,195767130.6368281,11837.412663975578,10374.30799571568,"(None, None)"
G75,All postcodes,17501,209075718.66253135,11946.501266358002,11017.008539309314,"(None, None)"
G76,All postcodes,8673,132749583.13074309,15306.074383805266,13656.88600574513,"(None, None)"
G77,All postcodes,10463,173724344.05315295,16603.683843367384,14615.93136518948,"(None, None)"
G78,All postcodes,10857,123730433.48085544,11396.37408868522,10195.112672816173,"(None, None)"
G81,All postcodes,17308,160885400.0553477,9295.435639897603,8063.789530589381,"(None, None)"
G82,All postcodes,12384,131510295.54614352,10619.371410379808,9170.869608115812,"(None, None)"
G83,All postcodes,10656,112335392.38382624,10541.985021004715,9424.0178909016,"(None, None)"
G84,All postcodes,8201,115779960.5714986,14117.785705584512,11472.505030483013,"(None, None)"
GL1,All postcodes,14063,149516945.6796575,10631.938112753856,8696.479162287626,"(None, None)"
GL10,All postcodes,6663,65009331.61591176,9756.76596366678,8283.028501065417,"(None, None)"
GL11,All postcodes,7534,79449518.92313986,10545.463090408794,9104.924367561567,"(None, None)"
GL12,All postcodes,4913,54058001.6360017,11003.053457358375,9655.524521728832,"(None, None)"
GL13,All postcodes,1830,18456865.50514196,10085.718855268831,8628.90550700242,"(None, None)"
GL14,All postcodes,5788,62114277.429704115,10731.561408034577,9265.098957864571,"(None, None)"
GL15,All postcodes,6195,59244204.664869,9563.22916301356,8486.250012514634,"(None, None)"
GL16,All postcodes,5264,55893815.14277541,10618.125976971012,9232.06294861432,"(None, None)"
GL17,All postcodes,1931,20952688.710681845,10850.693273268693,9366.209167992936,"(None, None)"
GL18,All postcodes,2686,24029424.387008343,8946.174380866843,7781.481815178246,"(None, None)"
GL19,All postcodes,376,5160668.191395047,13725.181360093213,12052.637374738557,"(None, None)"
GL2,All postcodes,23341,217430723.66892728,9315.398811915826,8201.940114726754,"(None, None)"
GL20,All postcodes,10627,103128421.94522963,9704.377711981711,8237.979397544581,"(None, None)"
GL3,All postcodes,15528,145675998.27198422,9381.504267902126,8545.314392686609,"(None, None)"
GL4,All postcodes,19751,191822914.09001455,9712.06086223556,8896.6974001639,"(None, None)"
GL5,All postcodes,13036,143295397.2068576,10992.282694603988,9099.918911616764,"(None, None)"
GL50,All postcodes,10010,106435065.52702828,10632.873679023804,8175.411198204899,"(None, None)"
GL51,All postcodes,21932,205851282.85971588,9385.88741837114,8193.931385210577,"(None, None)"
GL52,All postcodes,20913,226254401.60750556,10818.840032874554,9101.921093992449,"(None, None)"
GL53,All postcodes,8417,108247108.49097762,12860.533264937343,11376.400276302296,"(None, None)"
GL54,All postcodes,6353,80909422.56700912,12735.62451865404,10546.495680293088,"(None, None)"
GL55,All postcodes,2632,37549539.82369049,14266.542486204591,11506.542130922053,"(None, None)"
GL56,All postcodes,3583,41503408.76302195,11583.424159369788,9254.086954780149,"(None, None)"
GL6,All postcodes,8982,121379378.02319288,13513.624807748038,11372.896457136669,"(None, None)"
GL7,All postcodes,14975,178362918.35097057,11910.712410749287,9987.886796607028,"(None, None)"
GL8,All postcodes,3304,36365837.21045588,11006.609325198511,9092.410727693654,"(None, None)"
GU1,All postcodes,11888,162305161.42513168,13652.856782060202,11270.424372238056,"(None, None)"
GU10,All postcodes,9100,160263618.39026365,17611.386636292707,14457.975261446783,"(None, None)"
GU11,All postcodes,9444,101585699.7139603,10756.639105671358,9230.05987172747,"(None, None)"
GU12,All postcodes,13793,148955592.08130538,10799.3614211053,9698.548229125274,"(None, None)"
GU13,All postcodes,294,4389186.597293048,14929.20611324166,11794.651037881951,"(None, None)"
GU14,All postcodes,21429,239905553.5606021,11195.368592122924,10060.898549804311,"(None, None)"
GU15,All postcodes,12991,201528185.1378638,15512.907792923086,13306.254146786716,"(None, None)"
GU16,All postcodes,9640,123149427.99166244,12774.836928595689,11669.75372026418,"(None, None)"
GU17,All postcodes,4452,56346621.94317109,12656.473931529894,11399.225142965117,"(None, None)"
GU18,All postcodes,2735,40348230.4802694,14752.552277977844,13888.639111191036,"(None, None)"
GU19,All postcodes,2531,30874569.8325372,12198.565718110312,10720.458791675825,"(None, None)"
GU2,All postcodes,11445,138796682.03423354,12127.27671771372,10687.606469750195,"(None, None)"
GU20,All postcodes,1763,31454381.138798304,17841.39599478066,15500.204817712303,"(None, None)"
GU21,All postcodes,17399,216934018.41871977,12468.188885494556,10835.16312574528,"(None, None)"
GU22,All postcodes,12089,187076586.77462935,15474.943070115756,13088.74941915275,"(None, None)"
GU23,All postcodes,2707,40433805.41594891,14936.758557794205,12814.529848053193,"(None, None)"
GU24,All postcodes,6788,100777600.45357405,14846.43495191132,12657.97540200674,"(None, None)"
GU25,All postcodes,2179,47232748.142508015,21676.34150642865,18319.69547103092,"(None, None)"
GU26,All postcodes,2858,51097318.86773423,17878.697994308688,15002.488073046294,"(None, None)"
GU27,All postcodes,6606,103768512.25899546,15708.221655918174,12706.450823038816,"(None, None)"
GU28,All postcodes,1072,13292602.804983152,12399.816049424582,9530.875129381804,"(None, None)"
GU29,All postcodes,3523,41720666.146716535,11842.369045335376,9621.53644434658,"(None, None)"
GU3,All postcodes,4410,63988209.37613489,14509.798044475032,12236.674424588238,"(None, None)"
GU30,All postcodes,3764,48387889.99307666,12855.443675100069,11213.606995039245,"(None, None)"
